algorithm,success,final_distance,path_length,time_taken,collisions,energy_consumed
Bug0,True,1.431764826947856,942.8166728257679,43.94373321533203,0,7.325499376736386
Fuzzy,True,1.4192481424335266,55.79147166020273,0.759380578994751,0,0.5477499653588748
DWA,True,1.3176925887194901,65.26366980520127,3.386165142059326,10,0.6019999622247426
PotentialField,True,1.2685424949238977,55.44018703989256,0.12596940994262695,0,0.5529999999999996
QLearning,True,1.4192481424335266,55.79147166020273,0.7242014408111572,0,0.5477499653588748
