algorithm,success,final_distance,path_length,time_taken,collisions
NeuralNetwork,True,1.3087670118003931,55.65000000000011,2.0757625102996826,0
ANFIS,True,1.2685424949239117,55.30000000000005,0.08923482894897461,0
ParticleSwarm,True,1.3418156955004799,55.300000000000075,0.07004427909851074,0
AntColony,True,1.278727594223403,55.30000000000006,0.0913856029510498,0
Hybrid,True,1.1768624305097974,56.34999999999973,0.7537353038787842,0
