x,y,z
5.0,45.0,0.0
5.27330408330506,44.78135673335595,0.03835404308833624
5.534267384153781,44.548122611473794,0.06731767878463173
5.286402756033399,44.795232154241255,0.07979959892832436
5.547347194012748,44.56197692860281,0.07274379414605454
5.299462671210575,44.809066514290144,0.04787777152831652
5.560388411387203,44.57579037296129,0.011289600644789377
5.312484170844301,44.822860175893275,0.028062658215169588
5.573391375886848,44.58956330416781,0.06054419962463426
5.325467591941825,44.836613496141794,0.07820240941320776
5.5863564221694615,44.603296076598255,0.07671394197305108
5.3384132666116875,44.85032682693524,0.05644322604563135
5.599283880041401,44.61698903949222,0.02235323985591407
5.351321522162835,44.86400051508657,0.01720959904702524
5.612174074555498,44.63064253705661,0.052558927897503126
5.364192681201171,44.87763490242454,0.07503999814197912
5.625027326106427,44.64425690856662,0.07914865972987055
5.377027061723619,44.891230325893375,0.06387896900987922
5.637843950523631,44.65783248846406,0.03296947881934053
5.389824977209787,44.90478711764996,0.006012089636944744
5.650624259161873,44.671369606453226,0.043521688871149586
5.402586736711295,44.918305605158515,0.07037566079773361
5.663368558989496,44.68486858759433,0.07999921652405628
5.415312644938849,44.931786111282904,0.07003617397507428
5.676077152674453,44.69832975239455,0.0429258334400348
5.428003002347125,44.9452289543766,0.005305751788096055
5.688750338668182,44.71175341689682,0.03361336294613127
5.440658105217525,44.95863444837041,0.06430275412412968
5.70138841128739,44.7251398927664,0.07924858845558963
5.45327824573889,44.97200290285802,0.07479160444197464
5.7139916607938055,44.73848948737531,0.05202302721256935
5.465863712086196,44.985334623179426,0.016517398555023727
5.726560373471968,44.75180250388465,0.023032265333205224
5.478414788497335,44.9986299105023,0.05694282738952985
5.739094831705105,44.76507924132494,0.07691179935036455
5.490931755348004,45.01188906190139,0.07805008043745261
5.230268196646846,45.2454581291283,0.06007897974173409
5.502711236948972,45.025742882067625,0.027398449477569004
5.2420313269044945,45.259293699876515,0.011990176773036187
5.514459046463267,45.039559456719,0.04844318957756809
5.253762917722938,45.27309217061537,0.07303562005821021
5.526175438005049,45.05333908464489,0.07974638354230394
5.265463221436084,45.286853838208124,0.06693245108288448
5.537860662308451,45.067082060661086,0.03773112024753569
5.277132487031042,45.30057899557997,0.0007081047432323101
5.54951496679018,45.08078867568334,0.038973960996840765
5.288770960209939,45.31426793179077,0.06769763233401366
5.561138595610648,45.094459216799244,0.07984656223835171
5.300378883450276,45.327920932106146,0.07244626896052991
5.572731789733659,45.10809396733841,0.04730860238920995
5.31195649606387,45.341538278066764,0.010588140007821843
5.584294786984693,45.121693206940925,0.028724668321773464
5.323504034254413,45.35512024755614,0.06100467603836822
5.595827822107838,45.1352572116243,0.07834861144831337
5.3350217311736925,45.36866711486675,0.07651007427236024
5.60733112682139,45.148786253848826,0.05593920253240782
5.346509816976514,45.38217915076474,0.021672463064629523
5.618804929872182,45.16228060258141,0.017900451214943713
5.357968518874356,45.39565662255299,0.0530907107370374
5.630249457088654,45.175740523358,0.07528251266743628
5.369398061187802,45.409099794132864,0.07904252992742895
5.641664931432722,45.18916627834449,0.06345017915658281
5.3807986653977675,45.42250892606449,0.0323230116258452
5.653051573050455,45.20255812639634,0.0067179564553397466
5.39217055019558,45.43588427562568,0.044114134499335246
5.664409599321617,45.215916323116794,0.07070963388366645
5.403513931531914,45.44922609686955,0.07999294880858138
5.675739224908088,45.22924112091379,0.06969120001353411
5.414829022664639,45.46253464068081,0.04232661488960191
5.687040661801201,45.24253276905562,0.004598998248393965
5.426116034205597,45.47581015483079,0.03425461355969208
5.698314119368029,45.2557915137253,0.06472150129695252
5.437375174166332,45.48905288403128,0.07934230827544926
5.709559804396636,45.269017598073795,0.07453735102837644
5.448606648002821,45.502263069987194,0.05148305066855996
5.720777921140339,45.28221126227205,0.015823903970916983
5.459810658659209,45.515440951447985,0.023709486296750827
5.731968671360996,45.295372743561856,0.05743796742173153
5.470987406610597,45.528586764258044,0.07710363090272702
5.743132254371345,45.308502276305624,0.07789163645559825
5.482137089904886,45.541700741405904,0.05960905283834791
5.75426886707642,45.32160009203507,0.026732094147873645
5.493259904203726,45.55478311307245,0.012689813504376719
5.7653787040140845,45.33466641949886,0.04900481223803758
5.50435604282257,45.56783410667806,0.07332172383325071
5.776461957394673,45.34770148470922,0.07968692024956753
5.515425696769875,45.580853946928734,0.06654197941028786
